Income Group,Year,Good,Good Name,Price,Income Amount,Spend
9,2014,14,12,99.7,612.6,56.66840039
10,2014,14,12,99.7,867.6,77.15204193
1,2015,14,12,100,153.5,10.12443779
2,2015,14,12,100,202.7,17.29218135
3,2015,14,12,100,257.5,20.33847237
4,2015,14,12,100,297.4,24.01194095
5,2015,14,12,100,361.7,29.83573259
6,2015,14,12,100,407.6,34.76355629
7,2015,14,12,100,466.9,40.40815435
8,2015,14,12,100,514.6,48.91984984
9,2015,14,12,100,594.7,55.37081904
10,2015,14,12,100,869.6,81.17469588
1,2016,14,12,101.1,140.5,9.234439221
2,2016,14,12,101.1,205.4,14.86304979
3,2016,14,12,101.1,242.7,19.43629589
4,2016,14,12,101.1,292.2,23.56980677
5,2016,14,12,101.1,354.6,32.98014008
6,2016,14,12,101.1,420.5,37.72928025
7,2016,14,12,101.1,454.3,37.20159801
8,2016,14,12,101.1,493.8,43.5337849
9,2016,14,12,101.1,587.6,53.8235886
10,2016,14,12,101.1,813.5,76.51392498
1,2017,14,12,102.5,159.8,12.95970343
2,2017,14,12,102.5,208.3,16.2428283
3,2017,14,12,102.5,261.3,20.82192351
4,2017,14,12,102.5,327.7,23.50026222
5,2017,14,12,102.5,387.3,33.34963683
6,2017,14,12,102.5,420.4,34.12721904
7,2017,14,12,102.5,461.1,37.66953798
8,2017,14,12,102.5,524.3,46.13654422
9,2017,14,12,102.5,604.4,59.87382986
10,2017,14,12,102.5,810.9,76.03026014
1,2018,14,12,102.4,158,11.37954701
2,2018,14,12,102.4,202.4,16.64471055
3,2018,14,12,102.4,274.2,22.928938
4,2018,14,12,102.4,315.6,31.33621527
5,2018,14,12,102.4,364.7,31.25129328
6,2018,14,12,102.4,423.3,34.81801697
7,2018,14,12,102.4,472.1,40.59271247
8,2018,14,12,102.4,531.8,47.72615985
9,2018,14,12,102.4,606,58.93586287
10,2018,14,12,102.4,886.3,76.17502737
1,2019,14,12,103.7,180.1,13.97163631
2,2019,14,12,103.7,222.5,17.29821638
3,2019,14,12,103.7,275.8,25.03251505
4,2019,14,12,103.7,329.9,28.60858863
5,2019,14,12,103.7,402.8,34.59643276
6,2019,14,12,103.7,448.4,37.42402582
7,2019,14,12,103.7,490.7,37.50719032
8,2019,14,12,103.7,569.6,45.98996951
9,2019,14,12,103.7,667.6,58.13198678
10,2019,14,12,103.7,877.1,81.50121179
