"","y_i","x_1j_b_1j","x_2j_b_2j","x_3j_b_3j","x_4j_b_4j","x_5j_b_5j","labour","capital_costs","gamma_lab","gamma_cap","lab_gamma_i","cap_gamma_i","A_J"
"1",9200913.46761124,1.17870413536438,1.01665272854146,1.33371350456355,1.00081242729322,799433.440225775,440024.991042,524359.9998928,0.0478240549257377,0.0569899936282017,1.86163257820157,2.11817409261315,1.82473724801143
"2",8680709.45114468,1.15643175666819,1.11538606281821,1.29547775009875,1.00032783941863,1541634.96505084,395880.0074824,112439.99599504,0.0456045683489841,0.0129528579003659,1.80000814551975,1.16258270960305,1.60974765771176
"3",9560163.00088461,1.02415368284599,1.00161366714664,1.47393753601519,1.00048239270025,81289.46760862,1658994.9966184,715199.99714448,0.173532082712909,0.074810439641908,12.0044611440366,2.7413992866501,2.36244741405625
"4",8193290.77810677,1.02282534521754,1.0004194334873,1.50021975797958,1.0115474121551,2266653.28358236,156000.0127924,172159.9954408,0.0190399702655795,0.0210123136238283,1.25567410633382,1.28830606219124,1.43897271962559
"5",46992949.0157894,1.00195147029362,1.00104452581258,1.01626828901757,1.00012822134606,47.5524610556701,26113499.9920648,9612960.00038976,0.555689747908581,0.204561752384594,13227.4427008799,26.8179447819264,2.73271399861518
