"","good","int","int_pr","coef_1","coef_1_pr","model_r2","model_ad_r2"
"1","1",85.3291801380493,3.45384852215348e-05,-0.419045645744202,0.0417468597563151,0.0346644912182574,0.0264836818218021
"2","2",18.2690001030465,3.62935090490908e-22,-0.106339870238336,1.51302304029327e-09,0.267103032512794,0.260892041262902
"3","3",48.6351775496437,0.260344940472582,-0.265055085048124,0.538844624191902,0.00320915002475861,-0.0052382300597773
"4","4",70.3279913253896,2.37476286319674e-09,-0.185415239087186,0.107399186156727,0.0218183464009256,0.013528671370425
"5","5",29.8873981782312,0.201708984714509,-0.0280019779870846,0.906589100340869,0.000117176138287014,-0.00835640711477836
"6","6",5.81261796523356,0.0356290566715126,-0.00751017022183092,0.790815961406896,0.000598608361010777,-0.00787089495796378
"7","7.1",32.1473509502069,0.720249259269298,-0.120276762848113,0.892009956924415,0.000189016971880816,-0.010013135916161
"8","7_other",62.628140241069,0.130897746884095,-0.256089906972607,0.525077099547263,0.00413403108924598,-0.00602786655270049
"9","8",9.27551313872644,0.0249126331143241,0.0251415551921896,0.552281993423633,0.00300179473220201,-0.00544734260057589
"10","9",56.9198501720139,0.54324645756174,0.00531130416403501,0.99545440242734,2.762260836844e-07,-0.00847429770420383
"11","10",7.02166932971897,0.00976690279662383,-0.0152098276527651,0.618147513874804,0.00216775415747106,-0.00650904798029006
"12","11",51.7867073285269,0.0165791560873659,-0.188485173532432,0.392725219136956,0.00619756023668578,-0.00222449433757954
"13","12",53.6294947728767,0.175293969244016,-0.210406353154202,0.599381954251402,0.00234555409485357,-0.00610914459925782
